Carimbo de data/hora,Qual sua faixa etária? ,Escolaridade,Qual seu gênero?,Qual sua religião?,Local do Brasil onde mora,Estado cívil,Raça,Quantos anos você tinha quando se casou?,Você namorou por quanto tempo antes de se casar?,Quanto tempo de noivado/preparação para o casamento?,"Pelo dicionário expectativas podem ser compreendidas como, situação de quem espera a ocorrência de algo, ou sua probabilidade de ocorrência, em determinado momento. Na sua perspectiva, as expectativas: ",Quais eram ás suas expectativas no inicio do casamento?,"As expectativas citadas na questão acima, se supriram ao longo do tempo? ",Quais fatores eram importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).,"Na sua perspectiva, quais eram as expectativas que seu conjuge tinha em relação ao casamento no ínicio? ",Quais sentimentos apareceram nos primeiros anos de casado? (Tendo como referência os primeiros dois anos),Por algum momento você se arrependeu de ter casado?,Algum dos motivos para você ter se arrependido de se casar foi devido a uma quebra de expectativas?,"Se você respondeu sim, para a ultima pergunta, quais expectativas foram quebradas? ",O que você fez quando houve quebra de expectativas? ,"E atualmente, depois de um tempo de casado, quais caracteristicas são mais importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).","E hoje, você se permite criar expectativas para o casamento? ","Se a sua resposta foi sim, na pergunta anterior, depois de um tempo de casado, quais são as expectativas para os proximos anos? ",O que foi importante para moldar e criar suas expectativas em relação ao casamento?,Conte um pouco de como foi o início do casamento para voce? 
05/04/2023 10:02:22,Acima de 42 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Sim,Ambiente,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",Um pouco insegura mas cheia de descobertas novas. Claro muitos ajustes 
05/04/2023 10:06:30,24 á 29 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores","O início do meu casamento foi tranquilo em questões dentro do nosso relacionamento. Como nos conhecíamos há muito tempo, e nosso namoro durou muito tempo (7 anos) já tínhamos acertado os detalhes que faziam mal ao nosso relacionamento, então quando nos casamos, já estavamos bem alinhados, com uma parceria forte. O mais desafiador no início do casamento foi adaptar com a nova rotina de cuidar de um lar (distribuir os papéis dentro de casa). "
05/04/2023 10:06:42,36 á 41 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Negro,30 á 35 anos,Acimas de 4 anos,Acima de 3 anos,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,não,Personalidade do meu conjuge,Reciprocidade Amorosa,Tristeza,sim,sim,Comunicação ,Perseverei e tentei reajustar a relação,"Personalidade do meu conjuge, Financeiros",Não,,Religião,"Achei q ia ter um marido q fosse meu amigo e companheiro, mas a realidade é outra .
Ele é péssimo de comunicação "
05/04/2023 10:06:54,Acima de 42 anos,Ensino Médio,Femino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Entre 3 e 4 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"A família do conjuge, Minha família",Condições de sair da casa dos meus pais e construir minha própria família,Alegria,não,não,,Convesei,,Não,,Valores,"Meu início de casamento foi maravilhoso, mais depois que vem os filhos muda um pouquinho pois temos que dividir os focos. "
05/04/2023 10:10:19,Acima de 42 anos,Pós Graduação,Femino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,Acima de 3 anos,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores","No inicio estranhei bastante, pois tinha características da personalidade que eu nao conhecia no namoro (ex: ele acordava de mal humor), ficava pensando o que eu tinha feito que ele estava mal humorado. Aos poucos fui conversando e ele foi melhorando. A nova rotina me assustou um pouco, ficava muito cansada, queria deixar a casa sempre impecavel. No início eu também fiquei desempregada e vivi uma nova realidade, mas tudo valeu a pena. "
05/04/2023 10:13:29,30 á 35 anos,Graduação completa,Femino,Evangélica (opcao nao esta dando para marcar),Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",Alegria,não,,,,Personalidade do meu conjuge,Sim,Financeiros,"Valores, Religião","No primeiro ano pouco difícil adaptação. Mais cada dia vai se passando fica mais fácil. Nada melhor q o tempo, conversa e uma vida com Jesus. Tudo se alinha! "
05/04/2023 10:13:48,Acima de 42 anos,Ensino Médio,Femino,Espirita,Sudeste,Casado,Branco,24 á 29 anos,Entre 2 e 3 anos,menos de 6 meses,Atrapalham muito a relação,Reciprocidade Amorosa,sim,Personalidade do meu conjuge,Ascensão financeira,Alegria,não,,,Convesei,Personalidade do meu conjuge,Sim,Ambiente,Valores,"Foi maravilhoso, era um cliente e após três anos começamos a namorar e após três anos engravidei e já estávamos juntos "
05/04/2023 10:15:56,Acima de 42 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Pardo,Acima de 42 anos,Menos de 1 ano,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Todo início é um pouco difícil.  O meu não foi exceção porque esta-se ainda conhecendo e se adaptando com o outro e erros acontecem.  Muitas vezes, a família (do outro/sua) interfere. Mas é preciso ter o foco em Jesus Cristo, buscar ajuda em pessoas preparadas para ajudar quando necessário, perseverar e reavaliar o que precisa, fazendo as mudanças necessárias. Diálogo, respeito e perdão  são importantíssimos."
05/04/2023 10:17:36,Acima de 42 anos,Pós Graduação,Masculino,Católico,Sul,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Branco,24 á 29 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante)",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante)",Alegria,não,,,"Convesei, Pedi ajuda de lideres religiosos, Foquei mais no trabalho","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Ambiente","Valores, Religião",Nos conhecemos no trabalho e estamos juntos há 12 anos.
05/04/2023 10:18:34,Acima de 42 anos,Ensino Médio,Femino,Católico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Financeiros","Ascensão financeira, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Sim,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",
05/04/2023 10:19:42,30 á 35 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Medo,sim,sim,Imaginando que tudo seria mais fácil em questão de adaptação.,Convesei,Personalidade do meu conjuge,Sim,"Personalidade do meu conjuge, Financeiros",Valores,"Devido o pouco tempo de namoro, fomos nos conhecendo já casados. O que se tornou um desafio em relação a criações diferentes. Diferentes formas de se dedicar às tarefas de casa. Senti uma sobrecarga muito grande em relação aos afazeres mas tudo foi se ajustando com conversa e paciência."
05/04/2023 10:21:34,Acima de 42 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,30 á 35 anos,Acimas de 4 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Segurança afetiva (vínculo seguro e constante), Ter filhos",Alegria,sim,sim,"Fidelidade, compromisso do meu cônjuge ","Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Financeiros, Ambiente",Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Casamos em uma idade mais madura, que tínhamos convicção da vontade de ambos em constituir uma família. Financeiramente sempre fomos muito organizados e os dois sempre trabalharam para ter estabilidade financeira para ter filhos em uma ambiente preparado para a chegada deles, embora durante este processo nós perdemos espiritualmente em alguns momentos, mas tivemos nossa relação restaurada e fortalecida pelo Senhor.

"
05/04/2023 10:22:17,Acima de 42 anos,Pós Graduação,Femino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Minha família","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,,,,"Personalidade do meu conjuge, Ambiente",Sim,"Personalidade do meu conjuge, Ambiente",Valores,"Foi muito bom.  Muitas adaptações porque fiquei grávida rápido, e nos dois ainda estávamos na faculdade. Mas tudo valeu a pena. "
05/04/2023 10:23:58,Acima de 42 anos,Pós Graduação,Femino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Financeiros, Minha família","Segurança afetiva (vínculo seguro e constante), Ter filhos",Medo,não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente",Valores,Muita adaptação 
05/04/2023 10:28:48,Acima de 42 anos,Graduação completa,Femino,Tive muitas religiões. Hoje acredito em uma Força inteligente que rege essa orquestra que  vai além do que posso compreender.,Sudeste,Casado,Branco,18 a 23 anos,Menos de 1 ano,menos de 6 meses,Atrapalham muito a relação,Aceitação Social,não,Personalidade do meu conjuge,Aceitação Social,Tristeza,não,não,,"Convesei, Me separei",,Não,,"Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes)","Não tive expectativas, queria mas era ter liberdade, por ser primeira neta, a pressão foi grande por parte de avó, mãe e tias.  E consegui ao separar. Agora casada e com mais idade e experiência de vida. Sinto que companherismo, boa comunicação, cada cônjuge com seus objetivos e objetivos incomum e alinhados, favorecem para um bom ambiente familiar. "
05/04/2023 10:33:56,36 á 41 anos,Graduação em curso,Femino,Evangelico,Norte,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",não,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos",Medo,sim,sim,"Respeito, responsabilidade Afetiva.","Convesei, Procurei Terapia individual, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Não,,"Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião",
05/04/2023 10:35:51,Acima de 42 anos,Ensino Médio,Femino,Católico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Financeiros, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,,,Convesei,"Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Se tivesse que casar de novo, casaria com o mesmo marido!"
05/04/2023 10:38:03,Acima de 42 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,menos de 6 meses,Atrapalham muito a relação,Reciprocidade Amorosa,sim,,Reciprocidade Amorosa,,não,não,,"Convesei, Procurei Terapia individual, Perseverei e tentei reajustar a relação",,Não,,Valores,Nao criei expectativas
05/04/2023 10:38:55,Acima de 42 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,Acima de 3 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,,,,Ambiente,Sim,Ambiente,"Valores, Religião","Foi uma escolha maravilhosa, pois conquistamos juntos pouco a pouco o que almejávamos,  crescemos juntos em todos os aspectos."
05/04/2023 10:43:45,Acima de 42 anos,Graduação completa,Femino,Católico,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",Medo,sim,sim,,"Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foram dois anos de adaptação bem difíceis por um lado. Era uto nova, fui morar em uma outra cidade, não tinha amigos e me vi muito só. Por outro lado fiquei ainda mais próxima do meu esposo e fui criando com ele um relacionamento diário de cumplicidade e ajuda que foi bem bacana e que ate hoje vivenciamos. "
